ACALD,HSK
ACALD,THRS
ADK1,NTPTP1
ADK1,r0456
ADK2,PPA2
ADOCBIK,ADOCBIK2
AGPAT180,ACOAAGPAT180
AGPAT180,FACOAL180
AKGS,SUCCt2r
ALCD19,GLYCt
ASNt2r,ASNS1
ASPTA,PHEt2r
CITRH,CBPS
CTPS1,CTPS2
CYTK1,CYTD
CYTK1,NTD4
DHORD5,DHORD2
DHPS,FOLD3
DHPS,HPPK
ENO,ACCOACL
ENO,BTNCLi
ENO,MALCOAPYRCT
FE2DH,FE3abc
FE2abc,FE3abc
FRD2,DHORD2
FRD7,SUCD1
FRD7,SUCD4
FTHFL,PGCDr
FTHFL,PSERT
G3PD1,G3PD2
GALU,GALT
GAMpts,GF6PTA
GAPD,ACCOACL
GAPD,BTNCLi
GAPD,MALCOAPYRCT
GAPD,PFL
GAPD,PHEt2r
GHMT2r,PGCDr
GHMT2r,PSERT
GK1,GK2
GK1,NDPK8
GLUOX,GLNS
GMPS2,GNNUC
GMPS2,GUAPRT
GMPS2,NTD10
GMPS2,RBK
GMPS2,r1384
IPDPS,IPDPS2
KARA1,ALACI
KARA1,KARA3
Kt3r,ZNabc
LEUTA,3MOBS
LEUTA,IPMDr
LEUTA,IPPMIa
LEUTA,IPPMIb
LEUTA,OMCDC
L_AROND,L_ARONR
METt2r,METabc
MGt5,MG2abc
MTHFC,PGCDr
MTHFC,PSERT
MTHFD,PGCDr
MTHFD,PSERT
NADK,NADK2
NADS1,NADS2
NDPK3,CYTD
NDPK3,NTD4
NDPK6,DUTPDP
OBTFL,PFL
OCBT,CBPS
PGK,ACCOACL
PGK,BTNCLi
PGK,MALCOAPYRCT
PGK,PFL
PGK,PHEt2r
PGM,ACCOACL
PGM,BTNCLi
PGM,MALCOAPYRCT
PGMT,GALK
PPAKr,PFL
PPAt2,PFL
PPC,ACCOACL
PPC,BTNCLi
PPC,MALCOAPYRCT
PPNCL3,r0671
PTA2,PFL
PYDXK,PLPS
PYDXabc,PLPS
RHCCE,RBK
RHCCE,RHC
SUCOAS,SUCCt2r
THMt3,THMabc
THRAr,HSK
THRAr,THRS
THRD_L,CYSDS
THRD_L,CYSTGL
THRD_L,CYSTS
URIDK3,DUTPDP
ZN2t4,ZNabc
r0792,METFR
ACtr,ACKr
ADK2,ADK1
ASAD,ACALD
ASPKi,ACALD
CYSt2r,AMPTASECG
DGK1,ADK1
DMPPS2r,DMPPS
FE2abc,FE2DH
GAPD,ACKr
GAPD,ACtr
GAPD,ALAt2r
GAPD,ASPTA
GAPD,CO2t
GAPD,FORt
GHMT2r,FTHFL
H2Ot,GAPD
LDH_L,FUM
MDH,LDH_L
MTHFC,FTHFL
MTHFC,GHMT2r
MTHFD,FTHFL
MTHFD,GHMT2r
NDPK5,ADK1
NH4tb,GAPD
OAASr,AKGS
OAASr,LDH_L
PGK,ACKr
PGK,ACtr
PGK,ALAt2r
PGK,ASPTA
PGK,CO2t
PGK,FORt
PGK,H2Ot
PGK,NH4tb
PSP_L,FTHFL
PSP_L,GHMT2r
PSP_L,MTHFC
PSP_L,MTHFD
PTAr,ACtr
PTAr,GAPD
PTAr,PGK
SUCOAS,OAASr
THRAr,ASAD
THRAr,ASPKi
THRD_L,ASAD
THRD_L,ASPKi
TKT1,TALA
UDPG4E,PGMT
VALTA,ALAt2r
VALTA,GAPD
VALTA,PGK
VPAMTr,ALAt2r
VPAMTr,GAPD
VPAMTr,PGK
VPAMTr,VALTA
ZN2t4,Kt3r
r0082,AKGS
r0082,LDH_L
r0082,SUCOAS
r0422,AKGS
,r0422
,r0422
