ACALD,HSK
ACALD,THRS
ACKr,ACtr
ACOAAGPAT180,AGPAT180
ADK2,GLKKpppi
CTPS1,CTPS2
FRD7,SUCD1
FRD7,SUCD4
G3PD1,G3PD2
GALU,GALT
GART,GARFTi
GK1,GK2
GLUOX,GLNS
HISt2r,ATPPRT
HISt2r,HISTP
HISt2r,HSTPTr
HISt2r,IG3PS
HISt2r,IGPDH
HISt2r,PRAMPC
HISt2r,PRATPP
HISt2r,PRMICI
KARA1,ALACI
KARA1,KARA3
KARA2,23DHMPO
KARA2,2AHBUTI
LARGNAT,CHORM
MGt5,MG2abc
NADS1,NADS2
NDPK1,ADK3
NDPK2,UTPATPT
NDPK4,ADK10
OCDCAtr,OCDCAt2
PTAr,ACtr
PYDXK,PLPS
PYDXtr,PLPS
RNDR4,RNTR4
RNTR1,RNDR1
RNTR2,RNDR2
RNTR3,RNDR3
THRAr,HSK
THRAr,THRS
THRD_L,CYSDS
THRD_L,HSST
THRD_L,SHSL2
TRPt2r,ANPRT
TRPt2r,IGPS
TRPt2r,PRAI
TTDCAtr,TTDCAt2
TYRt2r,CHORM
URIDK3,DUTPDP
VPAMTr,VALTA
r0792,METFR
CYSt2r,AMPTASECG
DMPPS2r,DMPPS
IPDPS2,IPDPS
LARGNAT,ASPTA
LEUt2r,LEUabc
NADK2,NADK
NH4tb,ALAt2r
OAASr,AKGS
PHEt2r,ASPTA
SUCCt2r,AKGS
TKT1,TALA
TPI,FBA
TPI,PFK
TYRt2r,ASPTA
TYRt2r,LARGNAT
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
