AACPS6,FACOAL180
AACPS6,STCOATA
ACGAMPM,G1PACT
ACGAMPM,PGAMT
ACGApts,G1PACT
ACGApts,PGAMT
ADOCBIK,ADOCBIK2
AGPAT180,ACOAAGPAT180
AKGS,SUCCt2r
ASPTA,PHEt2r
CITRH,CBPS
CTPS1,CTPS2
CYTK1,NTD4
DHORD2,DHORD5
DHORD2,FRD2
DMPPS,DMPPS2r
ENO,ACCOACL
ENO,BTNCLi
G3PD1,G3PD2
GALU,GALT
GK1,GK2
GLUDy,GLNS
GLUOX,GLNS
GMPS2,GUAPRT
IPDPS,IPDPS2
KARA1,ALACI
KARA1,KARA3
Kt3r,ZNabc
LEUTA,3MOBS
LEUTA,IPMDr
LEUTA,IPPMIa
LEUTA,IPPMIb
LEUTA,OMCDC
L_AROND,L_ARONR
MALCOAPYRCT,ACCOACL
MALCOAPYRCT,BTNCLi
METt2r,METabc
MGt5,MG2abc
MTHFC,FTHFL
NACt2r,NNDPR
NADK,NADK2
NADS1,NADS2
NAPRT,NNDPR
NAt3_1,PROt4r
OCBT,CBPS
PGM,ACCOACL
PGM,BTNCLi
PGMT,GALK
PGMT,UDPG4E
PLPS,PYDXK
PLPS,PYDXabc
PPC,ACCOACL
PPC,BTNCLi
PPNCL3,r0671
RNTR1,RNDR1
RNTR2,NDPK5
RNTR2,RNDR2
RNTR3,NDPK7
RNTR3,RNDR3
SUCOAS,SUCCt2r
THMt3,THMabc
THRAr,ASAD
THRAr,ASPKi
THRAr,HSK
THRAr,THRS
THRD_L,ASAD
THRD_L,ASPKi
THRD_L,CYSDS
THRD_L,CYSTGL
THRD_L,CYSTS
URIDK3,DUTPDP
ZN2t4,ZNabc
r0792,METFR
ACtr,ACKr
CYSt2r,AMPTASECG
GLUOX,GLUDy
GLYCt,ALCD19
MALCOAPYRCT,ENO
NACt2r,ASPO5
NAPRT,ASPO5
NAPRT,NACt2r
NTD10,GMPS2
OAASr,AKGS
PGCDr,ENO
PGCDr,GHMT2r
PGM,MALCOAPYRCT
PGM,PGCDr
PPC,MALCOAPYRCT
PSERT,ENO
PSERT,GHMT2r
PSERT,PGM
PSP_L,ENO
PSP_L,GHMT2r
PSP_L,PGM
PTAr,ACtr
QULNS,NACt2r
QULNS,NAPRT
SUCOAS,OAASr
TKT1,TALA
ZN2t4,Kt3r
r0082,AKGS
r0082,SUCOAS
r0422,AKGS
r0422,SUCOAS
r1384,GMPS2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
