g.244860.CDS.947,g.244860.CDS.1011,g.244860.CDS.821
g.244860.CDS.947,g.244860.CDS.1011,g.244860.CDS.260
g.244860.CDS.1255,g.244860.CDS.345,g.244860.CDS.730
g.244860.CDS.855,g.244860.CDS.1123,g.244860.CDS.652
g.244860.CDS.855,g.244860.CDS.1123,g.244860.CDS.922
g.244860.CDS.855,g.244860.CDS.1137,g.244860.CDS.652
g.244860.CDS.855,g.244860.CDS.1137,g.244860.CDS.922
g.244860.CDS.855,g.244860.CDS.1169,g.244860.CDS.652
g.244860.CDS.855,g.244860.CDS.1169,g.244860.CDS.922
g.244860.CDS.855,g.244860.CDS.1348,g.244860.CDS.652
g.244860.CDS.855,g.244860.CDS.1348,g.244860.CDS.922
g.244860.CDS.855,g.244860.CDS.1397,g.244860.CDS.652
g.244860.CDS.855,g.244860.CDS.1397,g.244860.CDS.922
g.244860.CDS.1103,g.244860.CDS.1373,g.244860.CDS.446
g.244860.CDS.1103,g.244860.CDS.1373,g.244860.CDS.906
g.244860.CDS.1123,g.244860.CDS.652,g.244860.CDS.714
g.244860.CDS.1123,g.244860.CDS.922,g.244860.CDS.714
g.244860.CDS.1137,g.244860.CDS.652,g.244860.CDS.714
g.244860.CDS.1137,g.244860.CDS.922,g.244860.CDS.714
g.244860.CDS.1169,g.244860.CDS.652,g.244860.CDS.714
g.244860.CDS.1169,g.244860.CDS.922,g.244860.CDS.714
g.244860.CDS.1348,g.244860.CDS.652,g.244860.CDS.714
g.244860.CDS.1348,g.244860.CDS.922,g.244860.CDS.714
g.244860.CDS.1397,g.244860.CDS.652,g.244860.CDS.714
g.244860.CDS.1397,g.244860.CDS.922,g.244860.CDS.714
g.244860.CDS.1236,g.244860.CDS.215,g.244860.CDS.391
g.244860.CDS.1363,g.244860.CDS.812,g.244860.CDS.749
g.244860.CDS.1363,g.244860.CDS.812,g.244860.CDS.1086
g.244860.CDS.20,g.244860.CDS.968,g.244860.CDS.1011
g.244860.CDS.160,g.244860.CDS.268,g.244860.CDS.802
g.244860.CDS.1045,g.244860.CDS.1101,g.244860.CDS.835
g.244860.CDS.1268,g.244860.CDS.1387,g.244860.CDS.835
g.244860.CDS.1403,g.244860.CDS.210,g.244860.CDS.75
