23DHMPO
2AHBUTI
2MBCOATA
3HAD100
3HAD10M12
3HAD11M12
3HAD120
3HAD12M14
3HAD13M14
3HAD14M16
3HAD15M16
3HAD160
3HAD180
3HAD40
3HAD4M6
3HAD5M6
3HAD60
3HAD6M8
3HAD7M8
3HAD80
3HAD8M10
3HAD9M10
3OAR100
3OAR10M12
3OAR11M12
3OAR120
3OAR12M14
3OAR13M14
3OAR14M16
3OAR15M16
3OAR160
3OAR180
3OAR40
3OAR4M6
3OAR5M6
3OAR60
3OAR6M8
3OAR7M8
3OAR80
3OAR8M10
3OAR9M10
3OAS100
3OAS10M12
3OAS11M12
3OAS120
3OAS12M14
3OAS13M14
3OAS160
3OAS180
3OAS3M4
3OAS4M3O6
3OAS4M6
3OAS5M6
3OAS60
3OAS6M8
3OAS7M8
3OAS80
3OAS8M10
3OAS9M10
ACBIPGT
ACGK
ACHBPL
ACLS_a
ACLS_b
ACOAAGPATAI17
ACOAAGPATI17
ACOTA
ACPS1
ADCL
ADCS
ADOCBLS
ADPT
ADSL1r
ADSL2r
ADSS
AGMHE
AGPR
AHCYSNS_r
AICART
AIHPDCOATA
AIRC4
AKP1
ALAALA
ALAR
AMMQT7rev
AMMQT8r
ARGSL
ARGSSr
ASAD
ASPCT
ASPKi
BPNT
C180SNrev
CAt4i
CBIAT
CDOSKT
CDPMEK
CHORS
CHRPL
CLPNS180
CLPNSAI17
CLPNSI17
COBALTt5
CPPPGO2
CYTK1
Cuabc
DAPDC
DASYN180
DASYNAI17
DASYNI17
DDPA
DHAD1
DHAD2
DHDPRy
DHDPS
DHFR
DHFS
DHNAOT4
DHNAOT7
DHNPA
DHORTS
DHQS
DHQTi
DMATT
DMQMT
DPCOAK
DTMPK
DXPRIr
DXPS
EAR100x
EAR10M12
EAR11M12x
EAR120x
EAR12M14x
EAR13M14x
EAR14M16
EAR15M16
EAR160x
EAR180x
EAR40x
EAR4M6
EAR5M6
EAR60x
EAR6M8x
EAR7M8
EAR80x
EAR8M10x
EAR9M10x
EDTXS1
EDTXS2
FACOAL140
FCLTc
FMNAT
FRD3
FTHFL
G1PACT
G1PTT
G1SAT
G3PAT180
G3PATAI17
G3PATI17
G5SADs
G5SDr
GALT1
GART
GCALDt
GLCTR1
GLCTR2
GLCTR3
GLU5K
GLUPRT
GLUR
GLUTRR
GLUTRS
GMHEPAT
GMHEPK
GMHEPPA
GMPS2
GRTT
GTPCI
H2CO3D
HBZOPT
HEPK1
HEPK2
HEPT1
HEPT2
HEPT3
HEPT4
HETT
HEXTT
HISt2r
HMBS
IHPDCOATA
ILETA
IMPC
IMPD
IPFPHS
IVCOATA
KAS16
KDOCT2
KDOS
LARGNAT
LPADSS
MALACPS
MECDPDH2
MECDPS
MEPCT
METAT
MK7te
MNt2
MOAT
MOAT3C
MTHFC
MTHFD
NDPK1
NDPK2
NDPK3
NDPK4
NNATr
NNDMBRT
OHPHM
OIVD1r
OIVD3
OMBZLM
OMMBLHX3
OMPDC
OMPHHX3
OPHBDC
OPHHX3
ORNDC
ORNTAC
OROTPT
P5CRyr
PAPPT3
PEPGLY
PGAMT
PGCDr
PGPP180
PGPPAI17
PGPPI17
PGSA180
PGSAAI17
PGSAI17
PHETA1
PIabc
PNTK
PNTOt4
PPA
PPBNGS
PPCDC
PPNDH
PPPGO3
PRAGS
PRAIS
PRASCSi
PRFGS
PRPPS
PSCVT
PSD180
PSDAI17
PSDI17
PSERT
PSP_L
PSSA180
PSSAAI17
PSSAI17
PTPAT
RBFK
RBK_Dr
RBLIi
RHAT1
RIBFLVt2r
RZ5PP
S7PIr
SHEMEabc
SHK3Dr
SHKK
SULabc
TDCOATA
TDPDRE
TDPDRRr
TDPGDH
TDSK
TMDPK
TMDS
TRDRr
TRPt2r
TTDCAt2
TYRt2r
U23GAAT
UAAGDS
UAGAAT
UAGCVT_r
UAGDP
UAGPT3
UAMAGS
UAMAS
UAPGR
UDCPDP
UDCPDPS
UGMDDS
UHGADA
UMPK
UPP3S
UPPDC1
USHD
r2137
biomass434
""
""
""
""
""
""
""
""
""
